-2.969779647279530764e+03,-8.635086944580078125e+03,-8.577135599613189697e+03,-8.188859070062637329e+03,-3.502026452284306288e+03
-7.109573883295059204e+03,-2.990156869634985924e+03,-4.134739270806312561e+01,-1.061242061924189329e+04,-6.515235708355903625e+02
-8.442809738218784332e+03,-7.189832642539404333e+02,-5.140530470609664917e+02,-4.949512035716325045e+02,-4.045668753212317824e+03
-6.081194500727578998e+02,-2.345530331134796143e+03,-3.746846065165475011e+03,-4.167498666763305664e+03,-1.766265303659439087e+04
-6.349449593722820282e+03,-1.721236762571334839e+04,-2.114236656069755554e+03,-5.069167761174961925e+03,-6.750170859098434448e+02
-3.796625091596506536e+02,-6.910262294769287109e+03,-1.312190623235702515e+04,-9.659505964517593384e+02,-2.063690558195114136e+03
-1.989908408967778087e+03,-2.842118694378063083e+03,-1.409650627136230469e+03,-2.753353443056344986e+03,-8.769723481610417366e+03
-2.313819668518844992e+02,-4.254514739106525667e+00,-1.289549699068069458e+03,-6.997648481650277972e+03,-9.309192498112097383e+02
-2.210964878201484680e+03,-1.439488243341445923e+03,-5.012786836497485638e+03,-6.684226959437131882e+03,-3.684769132137298584e+03
-3.733710167711600661e+03,-3.884324722185730934e+03,-1.943502264881134033e+04,-2.205780432143248618e+03,-7.369214701533317566e+03
-1.509959759567864239e+02,-6.504679976385086775e+03,-8.488814975909888744e+03,-8.981292297840118408e+02,-5.549660211563110352e+03
-2.996599652320146561e+02,-3.843384222835302353e+03,-3.017544278543442488e+03,-9.471254777908325195e+02,-2.137312941360287368e+02
-4.879681920791044831e+02,-2.513401518630981445e+04,-1.124645079014822841e+03,-1.377059869050979614e+03,-1.428796666955947876e+04
-1.925067253947257996e+03,-1.709496316697448492e+03,-1.406147687435150146e+04,-6.503907338976860046e+02,-2.174533283710479736e+03
-1.405270136538892984e+03,-6.157665427229367197e+02,-3.698465894741937518e+03,-2.232689496758393943e+03,-2.099612380409240723e+04
-1.662513586711883545e+04,-4.686840109457261860e+02,-1.269355869199614972e+03,-2.806077850621659309e+02,-1.909865627687424421e+03
-1.265962508583068848e+04,-7.681863277927041054e+02,-3.544063837924040854e+02,-2.475188577842712402e+04,-6.498604053111746907e+03
-7.048755375623703003e+03,-1.178223789739608765e+04,-2.112095274786464870e+03,-3.902046700216829777e+03,-1.893353833818109706e+02
-1.945787287011742592e+03,-8.807325095418840647e+03,-7.424845685958862305e+03,-6.159218439463526011e+03,-3.961475667953491211e+03
-2.827791432380676270e+03,-7.941855699717998505e+02,-2.306686803147196770e+03,-3.409425092935562134e+03,-3.726630906732752919e+02
-9.495082112606614828e+02,-6.204964158223010600e+02,-2.106899807453155518e+04,-1.221797650633845478e+03,-1.900161850261688232e+04
-3.541115243509411812e+03,-6.359826394587755203e+03,-1.287134530713781714e+03,-2.541002444989979267e+03,-3.561381897505372763e+03
-1.496958921253681183e+03,-9.546295934714376926e+03,-2.902164488662034273e+03,-2.979642179059982300e+04,-2.298538618326187134e+03
-1.051882513087242842e+03,-1.240851078510284424e+04,-2.661882696729153395e+03,-2.813568232059478760e+03,-2.227315850377082825e+03
-2.338960804176330566e+04,-2.646360083818435669e+03,-2.228780407009646297e+03,-7.925107717197388411e+02,-9.967569917201995850e+03
-1.376996970071457326e+03,-5.284352149381302297e+02,-1.086866005122661591e+03,-9.315909390216693282e+02,-1.697267314612865448e+04
-1.140671261286735535e+04,-1.568873433645348996e+02,-1.872602198183536530e+04,-1.816272121051326394e+03,-8.616268360137939453e+03
-1.091981988945603371e+04,-1.074584570986218750e+03,-1.650013766002655029e+04,-4.284634029865264893e+03,-4.627825957493856549e+03
-1.438485831212997437e+04,-1.085609254422411323e+04,-5.405506673101335764e+02,-9.015471013188362122e+02,-3.218728707432746887e+03
-5.989782160142436624e+03,-1.329538007315248251e+03,-2.064857112789154053e+04,-1.116904411792755127e+04,-5.869298305444419384e+03
-1.092699711039662361e+03,-4.308757793959230185e+02,-9.331206508576869965e+02,-4.006602072238456458e+01,-1.853209602832794189e+03
-3.212851072247140110e+02,-9.598912541270256042e+02,-9.217407097339630127e+03,-1.874793647122383118e+04,-1.844272479556500912e+03
-6.274732583999633789e+03,-8.790566698694601655e+01,-1.443077093781903386e+02,-3.640051532099023461e+02,-8.066800912894308567e+03
-3.976199282471090555e+03,-8.955093160074204206e+03,-6.540721066715195775e+02,-3.216942793257534504e+03,-2.507303357408381999e+02
-1.171857746124267578e+04,-7.295066596828401089e+02,-1.685700832962989807e+03,-5.866398308753967285e+03,-6.904141463637351990e+02
-1.641988915085792542e+03,-1.090285880029201508e+03,-4.855029998227953911e+03,-7.166620579242706299e+03,-1.201363066010177135e+03
-1.449784552851691842e+03,-1.279650922356173396e+03,-1.218771140217781067e+03,-6.366359002590179443e+03,-1.051858704253099859e+02
-3.732351872205734253e+03,-1.931864130496978760e+03,-1.341738401433452964e+03,-7.518061206862330437e+02,-8.963086152989417315e+02
-1.448852586507797241e+04,-9.376099168504588306e+02,-8.265368850231170654e+03,-9.465747511863708496e+03,-1.673590882420539856e+03
-1.735939494771882892e+02,-3.721509188413619995e+03,-1.642674442529678345e+03,-3.976037371717393398e+01,-8.785028794288635254e+03
-3.184693706527352333e+03,-6.830634163171052933e+02,-3.252057658014819026e+02,-2.236572668600082397e+04,-1.067655915964394808e+03
-2.596665861964225769e+03,-3.477611321281641722e+03,-3.802736967086791992e+03,-1.180779360495507717e+03,-9.307893824167549610e+02
