-1.574838588396269188e+04,-1.570126222510059597e+04,-1.574783309802517033e+04,-1.577286626908350445e+04,-1.570930659693740017e+04
-1.572470880703072908e+04,-1.577978517714032205e+04,-1.638478089628578164e+04,-1.569944341765182617e+04,-1.571638178735949441e+04
-1.571032684551784769e+04,-1.571422728975125210e+04,-1.577576038118271390e+04,-1.629242217792109659e+04,-1.603652082947203598e+04
-1.598952074741263641e+04,-1.570400202879826611e+04,-1.579770319031011604e+04,-1.613075128605111968e+04,-1.574291413109003406e+04
-1.605125232723221416e+04,-1.572767557448957814e+04,-1.572730956908996450e+04,-1.606249545756890438e+04,-1.589464561759111166e+04
-1.569715837966349500e+04,-1.572358079468417054e+04,-1.569714979038870661e+04,-1.573886897809062793e+04,-1.619971058896560862e+04
-1.635620131699899139e+04,-1.569827174006239875e+04,-1.609084587776177796e+04,-1.596497449060362123e+04,-1.607087484524450338e+04
-1.569977910083447568e+04,-1.633137458480877103e+04,-1.569680492534991936e+04,-1.575376358691971109e+04,-1.583485791786301343e+04
-1.622570523008611053e+04,-1.576009204922591016e+04,-1.571427002895582700e+04,-1.638292345536942594e+04,-1.603888227195381478e+04
-1.570704002117231721e+04,-1.573038429955038009e+04,-1.609048498018621467e+04,-1.574135638346144697e+04,-1.585182554275081566e+04
-5.935628715045547485e+07,-6.391083317339897156e+07,-5.861391949087524414e+07,-6.169673002845382690e+07,-6.120384260244941711e+07
-5.355442441613860428e+05,-4.826668418148020282e+05,-4.554736717417910695e+05,-5.181338204607665539e+05,-5.142249444599226117e+05
-1.378802176589965820e+06,-1.283062235034942627e+06,-1.363738879089355469e+06,-1.294875673870086670e+06,-1.273751467354774475e+06
-1.714565347455069423e+06,-1.711211333767706528e+06,-1.563529148865107447e+06,-1.676960908726692200e+06,-1.651949359461128712e+06
-1.893762278327941895e+06,-1.804811124450683594e+06,-1.826240496928215027e+06,-1.904062617187500000e+06,-1.858572714660644531e+06
-1.798523291946411133e+06,-1.831290031002044678e+06,-1.754304585257530212e+06,-1.807315980828285217e+06,-1.745802851357936859e+06
-1.721824863309621811e+06,-1.722660797672271729e+06,-1.731162886688232422e+06,-1.676709659133911133e+06,-1.716867731482744217e+06
-1.752365381112217903e+06,-1.780551846014499664e+06,-1.745001846182584763e+06,-1.770019014420866966e+06,-1.777336109322547913e+06
-1.899208018920898438e+06,-1.689035608621597290e+06,-1.896375528640747070e+06,-1.858748308853149414e+06,-1.900811416992187500e+06
-4.608304966163411736e+05,-8.294156660747379065e+05,-1.729220670711219311e+06,-1.260019659760974348e+06,-1.126072679668116383e+06
-1.933070516113281250e+06,-8.672230519178980030e+05,-1.056693371521598659e+06,-1.836839494232177734e+06,-8.521109440256427042e+05
-6.097753849560413510e+05,-7.326742816645652056e+05,-7.574893365013599396e+05,-5.266192686527445912e+05,-1.150852805060565472e+06
-1.507261581926275045e+06,-1.360984760493040085e+06,-1.303771883873499930e+06,-1.497303876813594252e+06,-1.469933912327474914e+06
-1.163248243821859360e+06,-1.442424554431177676e+06,-6.896593492193035781e+05,-4.787781685908287764e+05,-1.436893570254482329e+06
-1.506551914268493652e+06,-1.276167677847042680e+06,-1.499796463600158691e+06,-1.526748855213165283e+06,-1.518945534486532211e+06
-1.060993640023268759e+06,-9.127545846052467823e+05,-1.146000224084660411e+06,-9.208439315963154659e+05,-1.448175511433301494e+06
-1.156520339880979154e+06,-1.355148304329123348e+06,-1.137791189848549664e+06,-9.123028224195577204e+05,-1.171227915526069701e+06
-1.016424644813435152e+06,-1.039820227740049362e+06,-1.098832541085362434e+06,-1.104751104453481734e+06,-1.086353177905693650e+06
-3.238556900973796728e+05,-3.143705869688007515e+05,-1.424553097600235138e+06,-1.176194607703950256e+06,-6.795404308469467796e+05
-8.483845453236252069e+05,-8.404124708993881941e+05,-1.037673329316750169e+06,-5.443268779685255140e+05,-1.192093795923283324e+06
